record_id,search_timestamp,travel_date,lead_time_days,source_platform,origin_iata,dest_iata,route,origin_raw,dest_raw,airline_standardized,airline_raw,flight_number,departure_time,arrival_time,duration_minutes,duration_raw,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,is_nonstop,raw_hash
SCR_EAS_1788944692_001,2026-09-09 14:34:47,2026-09-10,1,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,9098.0,,,False,bf689bbbffab
SCR_EAS_1788944692_004,2026-09-09 14:34:47,2026-09-10,1,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,4000.0,,,False,0ea8e628821c
SCR_EAS_1788944692_006,2026-09-09 14:34:47,2026-09-10,1,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,3401.0,,,False,981910e98aaa
SCR_EAS_1788944692_007,2026-09-09 14:34:47,2026-09-10,1,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,4bdcb69da582
SCR_EAS_1788944692_008,2026-09-09 14:34:47,2026-09-10,1,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,4bdcb69da582
SCR_EAS_1788944698_001,2026-09-09 14:34:52,2026-09-16,7,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,9098.0,,,False,1874c16c8d0c
SCR_EAS_1788944698_004,2026-09-09 14:34:52,2026-09-16,7,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,4000.0,,,False,9e8ad4c2ed9a
SCR_EAS_1788944698_006,2026-09-09 14:34:52,2026-09-16,7,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,3401.0,,,False,832f70df731e
SCR_EAS_1788944698_007,2026-09-09 14:34:52,2026-09-16,7,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,12d74b54df3a
SCR_EAS_1788944698_008,2026-09-09 14:34:52,2026-09-16,7,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,12d74b54df3a
SCR_EAS_1788944703_001,2026-09-09 14:34:58,2026-09-24,15,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,9098.0,,,False,5659aa67eb1c
SCR_EAS_1788944703_004,2026-09-09 14:34:58,2026-09-24,15,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,4000.0,,,False,5c5e2109b7b4
SCR_EAS_1788944703_006,2026-09-09 14:34:58,2026-09-24,15,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,3401.0,,,False,fa270ee9cac2
SCR_EAS_1788944703_007,2026-09-09 14:34:58,2026-09-24,15,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,65c68e137698
SCR_EAS_1788944703_008,2026-09-09 14:34:58,2026-09-24,15,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,65c68e137698
SCR_EAS_1788944709_001,2026-09-09 14:35:04,2026-10-09,30,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,9098.0,,,False,b3a993f1c108
SCR_EAS_1788944709_004,2026-09-09 14:35:04,2026-10-09,30,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,4000.0,,,False,9cacca4c0254
SCR_EAS_1788944709_006,2026-09-09 14:35:04,2026-10-09,30,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,3401.0,,,False,3e0e4669340e
SCR_EAS_1788944709_007,2026-09-09 14:35:04,2026-10-09,30,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,8484551ca4b4
SCR_EAS_1788944709_008,2026-09-09 14:35:04,2026-10-09,30,easemytrip,UDR,LKO,UDR-LKO,UDR,LKO,IndiGo,IndiGo,,00:00,00:00,,,Economy,500.0,,,False,8484551ca4b4
