record_id,search_timestamp,travel_date,lead_time_days,source_platform,origin_iata,dest_iata,route,origin_raw,dest_raw,airline_standardized,airline_raw,flight_number,departure_time,arrival_time,duration_minutes,duration_raw,cabin_class,total_fare_inr,base_fare_inr,fuel_surcharge_inr,udf_psf_inr,gst_inr,convenience_fee_inr,taxes_fees_inr,is_nonstop,stops_count,stop_info,raw_hash
SCR_GF_1789301039_001,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),2:45 PM,5:00 PM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,d4c721199098
SCR_GF_1789301040_002,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),4:00 PM,6:25 PM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,836755078d6a
SCR_GF_1789301040_003,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Akasa Air,Akasa Air,QP (Direct),10:30 AM,12:45 PM,135,2 hr 15 min,Economy,6880.0,3995.81,1880.38,710.0,293.81,0.0,2884.19,True,0,Non-Stop,33cb9adc07ca
SCR_GF_1789301040_004,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India Express,Air India Express,IX (Direct),11:25 PM,1:50 AM,145,2 hr 25 min,Economy,6989.0,4066.4,1913.6,710.0,299.0,0.0,2922.6,True,0,Non-Stop,c8d35149ee00
SCR_GF_1789301040_005,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),5:00 AM,7:20 AM,140,2 hr 20 min,Economy,6314.0,3629.26,1707.88,710.0,266.86,0.0,2684.74,True,0,Non-Stop,d99405650114
SCR_GF_1789301040_006,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),5:00 AM,7:15 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,0ff0cba04347
SCR_GF_1789301040_007,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),6:05 AM,8:20 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,c668400fb9de
SCR_GF_1789301040_008,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),6:30 AM,8:50 AM,140,2 hr 20 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,d9386a1bd9e0
SCR_GF_1789301040_009,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),7:00 AM,9:25 AM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,efcbecc5efb2
SCR_GF_1789301040_010,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),7:15 AM,9:30 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,c60e5bd69d86
SCR_GF_1789301040_011,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),7:30 AM,9:55 AM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,24d4b9614c57
SCR_GF_1789301040_012,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),8:00 AM,10:20 AM,140,2 hr 20 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,dc9f1085084d
SCR_GF_1789301040_013,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),8:30 AM,10:45 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,eeb738fcdba9
SCR_GF_1789301041_014,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),8:45 AM,11:00 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,fe9dedd2208b
SCR_GF_1789301041_015,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),9:00 AM,11:15 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,3e72410fb4d0
SCR_GF_1789301041_016,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),9:30 AM,11:55 AM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,b4d96ac63d60
SCR_GF_1789301041_017,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),9:30 AM,12:00 PM,150,2 hr 30 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,cb8329d0d7a1
SCR_GF_1789301041_018,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),10:00 AM,12:25 PM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,b0d94c30507d
SCR_GF_1789301041_019,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),10:15 AM,12:35 PM,140,2 hr 20 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,2ea56d6f2c7e
SCR_GF_1789301041_020,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),11:00 AM,1:15 PM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,ced569a39c88
SCR_GF_1789301041_021,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),12:00 PM,2:10 PM,130,2 hr 10 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,6f28228a0442
SCR_GF_1789301041_022,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),2:00 PM,4:25 PM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,d1ad23c5d956
SCR_GF_1789301041_023,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),5:00 PM,7:25 PM,145,2 hr 25 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,80dee8b0fe40
SCR_GF_1789301041_024,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),10:45 PM,1:05 AM,140,2 hr 20 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,fb232172c30b
SCR_GF_1789301041_025,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),11:30 PM,1:45 AM,135,2 hr 15 min,Economy,6425.0,3701.14,1741.72,710.0,272.14,0.0,2723.86,True,0,Non-Stop,9d0abdf3b305
SCR_GF_1789301041_026,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),7:30 PM,9:55 PM,145,2 hr 25 min,Economy,6582.0,3802.82,1789.56,710.0,279.62,0.0,2779.18,True,0,Non-Stop,496f14698af6
SCR_GF_1789301042_027,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),8:00 PM,10:25 PM,145,2 hr 25 min,Economy,6582.0,3802.82,1789.56,710.0,279.62,0.0,2779.18,True,0,Non-Stop,55d2ee3c0055
SCR_GF_1789301042_028,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),8:30 PM,11:05 PM,155,2 hr 35 min,Economy,6582.0,3802.82,1789.56,710.0,279.62,0.0,2779.18,True,0,Non-Stop,5257e168e03b
SCR_GF_1789301042_029,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),9:00 PM,11:20 PM,140,2 hr 20 min,Economy,6582.0,3802.82,1789.56,710.0,279.62,0.0,2779.18,True,0,Non-Stop,a2c78ba5a4aa
SCR_GF_1789301042_030,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),9:30 PM,11:55 PM,145,2 hr 25 min,Economy,6582.0,3802.82,1789.56,710.0,279.62,0.0,2779.18,True,0,Non-Stop,93c2cb50cc76
SCR_GF_1789301042_031,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),11:00 PM,1:25 AM,145,2 hr 25 min,Economy,6582.0,3802.82,1789.56,710.0,279.62,0.0,2779.18,True,0,Non-Stop,809c1fc98d48
SCR_GF_1789301042_032,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),1:00 PM,3:10 PM,130,2 hr 10 min,Economy,6583.0,3803.47,1789.86,710.0,279.67,0.0,2779.53,True,0,Non-Stop,7b4f748c8474
SCR_GF_1789301042_033,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),4:15 PM,6:35 PM,140,2 hr 20 min,Economy,6583.0,3803.47,1789.86,710.0,279.67,0.0,2779.53,True,0,Non-Stop,c90dc159d915
SCR_GF_1789301042_034,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,IndiGo,IndiGo,6E (Direct),9:45 PM,12:05 AM,140,2 hr 20 min,Economy,6583.0,3803.47,1789.86,710.0,279.67,0.0,2779.53,True,0,Non-Stop,fda11967bb18
SCR_GF_1789301042_035,2026-09-13 17:33:55,2026-09-14,1,google_flights,DEL,BOM,DEL-BOM,DEL,BOM,Air India,Air India,AI (Direct),11:00 AM,1:25 PM,145,2 hr 25 min,Economy,6792.0,3938.82,1853.56,710.0,289.62,0.0,2853.18,True,0,Non-Stop,20e622bf7d9a
