source_file,dataset_tier,origin_raw,origin_iata,dest_raw,dest_iata,route,airline_raw,airline_standardized,flight_number,travel_date,departure_time,arrival_time,duration_raw,duration_minutes,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,search_timestamp,lead_time_days,is_defunct_carrier
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Air India,Air India,AI 621,,03:55,05:50,01 h 55 m,115,Economy,2307.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,AirAsia,AirAsia India,I5 670,,19:55,21:45,01 h 50 m,110,Economy,2773.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,AirAsia,AirAsia India,I5 2992,,23:55,"01:45 + 1 DAY",01 h 50 m,110,Economy,2773.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,IndiGo,IndiGo,6E 5388,,21:30,23:15,01 h 45 m,105,Economy,2839.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1103,,00:45,02:20,01 h 35 m,95,Economy,3005.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1103,,00:45,02:20,01 h 35 m,95,Economy,3005.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1103,,00:45,02:20,01 h 35 m,95,Economy,3005.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1341,,20:00,21:35,01 h 35 m,95,Economy,3005.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1341,,20:00,21:35,01 h 35 m,95,Economy,3005.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1139,,18:05,19:40,01 h 35 m,95,Economy,3053.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,IndiGo,IndiGo,6E 6953,,00:50,02:40,01 h 50 m,110,Economy,3219.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Akasa Air,Akasa Air,QP 1306,,19:00,20:35,01 h 35 m,95,Economy,3283.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,IndiGo,IndiGo,6E 5352,,06:10,07:50,01 h 40 m,100,Economy,3420.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,IndiGo,IndiGo,6E 5382,,12:30,14:15,01 h 45 m,105,Economy,3420.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,IndiGo,IndiGo,6E 5382,,12:30,14:15,01 h 45 m,105,Economy,3420.0,,,,,False
flight_data_BOM_BLR.csv,route_snapshot_modern,Mumbai,BOM,Bengaluru,BENGALURU,BOM-BENGALURU,Air India,Air India,AI 607,,16:40,18:25,01 h 45 m,105,Economy,3578.0,,,,,False
