source_file,dataset_tier,origin_raw,origin_iata,dest_raw,dest_iata,route,airline_raw,airline_standardized,flight_number,travel_date,departure_time,arrival_time,duration_raw,duration_minutes,cabin_class,total_fare_inr,base_fare_inr,taxes_fees_inr,search_timestamp,lead_time_days,is_defunct_carrier
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,08:30,10:25,1h 55m,115,Economy,6153.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,07:45,09:50,2h 05m,125,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-14,12:25,14:30,2h 05m,125,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,10:05,12:15,2h 10m,130,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,13:40,15:50,2h 10m,130,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,09:20,11:30,2h 10m,130,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Air India,Air India,,2022-02-14,08:00,10:15,2h 15m,135,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Air India,Air India,,2022-02-14,10:00,12:15,2h 15m,135,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-14,11:55,14:05,2h 10m,130,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,11:45,14:00,2h 15m,135,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,SpiceJet,SpiceJet,,2022-02-14,07:20,09:35,2h 15m,135,Economy,6540.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,SpiceJet,SpiceJet,,2022-02-14,10:15,12:30,2h 15m,135,Economy,6540.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-14,10:25,12:40,2h 15m,135,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-14,14:40,16:55,2h 15m,135,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-14,08:45,11:00,2h 15m,135,Economy,6360.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,07:05,09:20,2h 15m,135,Economy,6153.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,AirAsia India,AirAsia India,,2022-02-14,07:20,09:30,2h 10m,130,Economy,6967.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-14,07:00,09:05,2h 05m,125,Economy,8245.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Air India,Air India,,2022-02-14,18:00,20:00,2h,120,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,15:30,17:35,2h 05m,125,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,17:00,19:05,2h 05m,125,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Air India,Air India,,2022-02-14,20:00,22:10,2h 10m,130,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,22:30,00:40,2h 10m,130,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,17:15,19:25,2h 10m,130,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,18:40,20:50,2h 10m,130,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Air India,Air India,,2022-02-14,19:00,21:15,2h 15m,135,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,SpiceJet,SpiceJet,,2022-02-14,18:55,21:05,2h 10m,130,Economy,6543.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Vistara,Vistara,,2022-02-14,15:30,17:40,2h 10m,130,Economy,6261.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Vistara,Vistara,,2022-02-14,19:50,22:00,2h 10m,130,Economy,6261.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Vistara,Vistara,,2022-02-14,20:40,22:50,2h 10m,130,Economy,6261.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,15:00,17:15,2h 15m,135,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,19:40,21:55,2h 15m,135,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,21:00,23:15,2h 15m,135,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,21:15,23:30,2h 15m,135,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Vistara,Vistara,,2022-02-14,19:00,21:15,2h 15m,135,Economy,6261.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,18:05,20:25,2h 20m,140,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,SpiceJet,SpiceJet,,2022-02-14,19:45,22:05,2h 20m,140,Economy,6543.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Vistara,Vistara,,2022-02-14,17:45,20:05,2h 20m,140,Economy,6261.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,13:30,15:35,2h 05m,125,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,07:00,09:10,2h 10m,130,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,08:00,10:10,2h 10m,130,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,12:00,14:10,2h 10m,130,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,06:30,08:40,2h 10m,130,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,07:15,09:25,2h 10m,130,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,14:20,16:35,2h 15m,135,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,15:00,17:15,2h 15m,135,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,14:20,16:35,2h 15m,135,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,SpiceJet,SpiceJet,,2022-02-14,07:20,09:35,2h 15m,135,Economy,6543.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,10:30,12:50,2h 20m,140,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,08:45,11:05,2h 20m,140,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,10:45,13:05,2h 20m,140,Economy,5955.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,Go First,Go First,,2022-02-14,02:00,04:15,2h 15m,135,Economy,5900.0,,,,,True
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,SpiceJet,SpiceJet,,2022-02-14,06:20,08:40,2h 20m,140,Economy,6543.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,AirAsia India,AirAsia India,,2022-02-14,04:25,06:35,2h 10m,130,Economy,6139.0,,,,,False
data.csv,2022_real_observations,DEL,DEL,BOM,BOM,DEL-BOM,IndiGo,IndiGo,,2022-02-14,09:30,12:00,2h 30m,150,Economy,5955.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,AirAsia India,AirAsia India,,2022-02-14,22:00,00:10,2h 10m,130,Economy,5000.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,19:35,21:25,1h 50m,110,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-14,16:30,18:35,2h 05m,125,Economy,5888.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,17:15,19:20,2h 05m,125,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-14,18:30,20:35,2h 05m,125,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-14,18:00,20:10,2h 10m,130,Economy,5888.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-14,20:15,22:25,2h 10m,130,Economy,5888.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-14,22:40,00:50,2h 10m,130,Economy,5888.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,SpiceJet,SpiceJet,,2022-02-14,21:45,23:55,2h 10m,130,Economy,6540.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-14,21:15,23:30,2h 15m,135,Economy,5888.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-14,23:45,02:00,2h 15m,135,Economy,5888.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,SpiceJet,SpiceJet,,2022-02-14,19:25,21:50,2h 25m,145,Economy,6540.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-15,08:30,10:25,1h 55m,115,Economy,6153.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-15,12:30,14:35,2h 05m,125,Economy,5779.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-15,14:30,16:35,2h 05m,125,Economy,5779.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-15,07:45,09:50,2h 05m,125,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-15,06:00,08:10,2h 10m,130,Economy,5779.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-15,08:00,10:10,2h 10m,130,Economy,5779.0,,,,,True
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-15,06:00,08:05,2h 05m,125,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-15,06:30,08:35,2h 05m,125,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Vistara,Vistara,,2022-02-15,12:25,14:30,2h 05m,125,Economy,6249.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-15,09:20,11:30,2h 10m,130,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,IndiGo,IndiGo,,2022-02-15,10:05,12:15,2h 10m,130,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Air India,Air India,,2022-02-15,08:00,10:15,2h 15m,135,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Air India,Air India,,2022-02-15,10:00,12:15,2h 15m,135,Economy,5943.0,,,,,False
data.csv,2022_real_observations,BOM,BOM,DEL,DEL,BOM-DEL,Go First,Go First,,2022-02-15,09:55,12:10,2h 15m,135,Economy,5779.0,,,,,True
